"20200151","02853-2020","PSC-2020-0173-PCO-EI","06/01/2020","Order PSC-2020-0173-PCO-EI acknowledging intervention by OPC; parties shall furnish copies of all testimony, exhs, pleadings, and other documents filed in this docket to OPC/Kelly and Morse.","[""http://www.psc.state.fl.us/library/filings/2020/02853-2020/02853-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02853-2020/02853-2020_2020-0173.ord.docx""]"
"20200151","02770-2020","","05/27/2020","CORRESPONDENCE-Parties & Interested Persons:  CLK/Schultz - Confirmation to Vote Solar/Ottenweller that they have been added to the docket as an interested person.","[""http://www.psc.state.fl.us/library/filings/2020/02770-2020/02770-2020.pdf""]"
"20200151","02768-2020","","05/27/2020","Office of Public Counsel [OPC] (Kelly) - Notice of intervention.","[""http://www.psc.state.fl.us/library/filings/2020/02768-2020/02768-2020.pdf""]"
"20200151","02730-2020","","05/22/2020","Gulf Power Company [GPC] (Badders) - Petition for approval of a regulatory asset to record costs incurred due to COVID-19.","[""http://www.psc.state.fl.us/library/filings/2020/02730-2020/02730-2020.pdf""]"
"20200121","03879-2020","PSC-2020-0245-CO-EI","07/20/2020","Consummating Order PSC-2020-0245-CO-EI makes Order PSC-2020-0207-TRF-EI effective and final; docket to be closed.","[""http://www.psc.state.fl.us/library/filings/2020/03879-2020/03879-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03879-2020/03879-2020_2020-0245.ord.docx""]"
"20200121","03324-2020","PSC-2020-0207-TRF-EI","06/25/2020","Order PSC-2020-0207-TRF-EI granting TECO’s petition for approval of customer specified lighting tariff; if no timely protest, docket be closed administratively on issuance of a CO; protest due 7/16/20.","[""http://www.psc.state.fl.us/library/filings/2020/03324-2020/03324-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03324-2020/03324-2020_2020-0207.ord.docx""]"
"20200121","03101-2020","","06/15/2020","TRANSCRIPT - 6/9/20 Commission conference, Item 18.","[""http://www.psc.state.fl.us/library/filings/2020/03101-2020/03101-2020.pdf""]"
"20200121","03020-2020","","06/10/2020","Vote sheet from 6/9/20 Commission conference, Item 18.","[""http://www.psc.state.fl.us/library/filings/2020/03020-2020/03020-2020.pdf""]"
"20200121","02795-2020","","05/28/2020","RECOM for 6/9/20 Commission conference, Item 18, from ECO and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/02795-2020/02795-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02795-2020/02795-2020_20200121-EI Recommendation.docx""]"
"20200121","02414-2020","","05/05/2020","TECO (Beasley) - Letter dated 5/5/20, with attached first revised tariff sheet No. 6.830, as set forth in [DN 01937-2020] petition for approval of revised customer specified lighting tariff; provided in tracked changes and clean format.","[""http://www.psc.state.fl.us/library/filings/2020/02414-2020/02414-2020.pdf""]"
"20200121","02408-2020","","05/05/2020","TECO (Beasley) - Letter dated 5/5/20, with attached responses to staff's first data request (Nos. 1-9) as requested [in DN 02132-2020].","[""http://www.psc.state.fl.us/library/filings/2020/02408-2020/02408-2020.pdf""]"
"20200121","02234-2020","","04/28/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/02234-2020/02234-2020.pdf""]"
"20200121","02132-2020","","04/21/2020","ECO/Guffey - Copy of letter dated 4/21/20 to TECO/Beasley and Brown titled “staff’s first data request;” information requested by 5/5/20.","[""http://www.psc.state.fl.us/library/filings/2020/02132-2020/02132-2020.pdf""]"
"20200121","02079-2020","","04/20/2020","CORRESPONDENCE-Parties & Interested Persons:  CLK/Schultz - Confirmation to OPC/Davis that OPC/Kelly and Fall-Fry have been added to the docket as interested persons.","[""http://www.psc.state.fl.us/library/filings/2020/02079-2020/02079-2020.pdf""]"
"20200121","01937-2020","","04/13/2020","Tampa Electric Company [TECO] (Beasley) - Petition for approval of revised customer specified lighting tariff.","[""http://www.psc.state.fl.us/library/filings/2020/01937-2020/01937-2020.pdf""]"
"20200114","03920-2020","PSC-2020-0249-CO-EQ","07/21/2020","Consummating Order PSC-2020-0249-CO-EQ makes Order PSC-2020-0212-PAA-EQ effective and final; docket to be closed.","[""http://www.psc.state.fl.us/library/filings/2020/03920-2020/03920-2020.pdf""]"
"20200114","03350-2020","PSC-2020-0212-PAA-EQ","06/26/2020","PAA Order PSC-2020-0212-PAA-EQ approving FPL’s standard offer contract and rate schedule QS-2; if no protest, order to become final and effective on issuance of a CO; if order becomes final, docket to be closed; protest due 7/17/20.","[""http://www.psc.state.fl.us/library/filings/2020/03350-2020/03350-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03350-2020/03350-2020_2020-0212.ord.docx""]"
"20200114","03094-2020","","06/15/2020","TRANSCRIPT - 6/9/20 Commission conference, Item 12.","[""http://www.psc.state.fl.us/library/filings/2020/03094-2020/03094-2020.pdf""]"
"20200114","03014-2020","","06/10/2020","Vote sheet from 6/9/20 Commission conference, Item 12.","[""http://www.psc.state.fl.us/library/filings/2020/03014-2020/03014-2020.pdf""]"
"20200114","02792-2020","","05/28/2020","RECOM for 6/9/20 Commission conference, Item 12, from ENG and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/02792-2020/02792-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02792-2020/02792-2020_DN 20200114-EQ (FPL-SContract) RECOM 06-09-20 (FINAL).docx""]"
"20200114","02557-2020","","05/14/2020","FPL (Baker) - Letter dated 5/14/20, with attached revision to tariff sheet filed previously with petition [DN 01725-2020]; advises that revised tariff sheet is intended to be added to Attachments A and B to petition in respective proposed and legislative formats; and replace the sheet of the same number in legislative format in Attachment F to the petition.","[""http://www.psc.state.fl.us/library/filings/2020/02557-2020/02557-2020.pdf""]"
"20200114","02342-2020","","05/01/2020","FPL (Baker) - Letter dated 5/1/20, with attached amended response to staff's first data request (No. 3); advises that revised tariff sheets with related corrections are being filed contemporaneously under separate cover.","[""http://www.psc.state.fl.us/library/filings/2020/02342-2020/02342-2020.pdf""]"
"20200114","02341-2020","","05/01/2020","FPL (Baker) - Letter dated 5/1/20, with attached revisions to proposed tariff sheets filed previously; advises that enclosed tariff sheets are intended to replace the sheets of the same number that were originally filed [DN 01725-2020] in proposed and legislative formats, in Attachments C, D, and F to petition.","[""http://www.psc.state.fl.us/library/filings/2020/02341-2020/02341-2020.pdf""]"
"20200114","02020-2020","","04/16/2020","FPL (Baker) - Letter dated 4/16/20, with attached response to staff's first data request (Nos. 1-3).","[""http://www.psc.state.fl.us/library/filings/2020/02020-2020/02020-2020.pdf""]"
"20200114","01891-2020","","04/10/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01891-2020/01891-2020.pdf""]"
"20200114","01787-2020","","04/06/2020","ENG/Kistner - Copy of letter dated 4/6/20 to FPL/Baker titled “staff’s first data request;” information requested by 4/16/20.","[""http://www.psc.state.fl.us/library/filings/2020/01787-2020/01787-2020.pdf""]"
"20200114","01725-2020","","04/01/2020","Florida Power & Light Company [FPL] (Baker) - Petition for approval of renewable energy tariff and standard offer contract.","[""http://www.psc.state.fl.us/library/filings/2020/01725-2020/01725-2020.pdf""]"
"20200153","03890-2020","","07/20/2020","ENG/Parsons - Memo dated 7/20/20 to CLK/Teitzman, with attached inventory of confidential documents by responsible division/office as of 7/14/20, identifying whether each document should be retained or returned to source; [advising] that of 35 documents on the report, all should be retained, except for those listed.","[""http://www.psc.state.fl.us/library/filings/2020/03890-2020/03890-2020.pdf""]"
"20200153","03815-2020","","07/16/2020","Duke Energy (Triplett) - Letter dated 7/14/20, forwarding disc containing confidential Exh A [to previously filed request for confidentiality, DN 03184-2020]; advises that this disk replaces confidential DN 03201-2020 which was damaged during shipment.","[""http://www.psc.state.fl.us/library/filings/2020/03815-2020/03815-2020.pdf""]"
"20200153","03796-2020","","07/15/2020","Hardee (Casey) - Response to Duke Energy's opposition of Hardee's intervention.","[""http://www.psc.state.fl.us/library/filings/2020/03796-2020/03796-2020.pdf""]"
"20200153","03716-2020","PSC-2020-0230-PCO-EI","07/10/2020","Order PSC-2020-0230-PCO-EI establishing procedure.","[""http://www.psc.state.fl.us/library/filings/2020/03716-2020/03716-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03716-2020/03716-2020_2020-0230.ord.docx""]"
"20200153","03675-2020","","07/09/2020","Duke Energy (Triplett) - Response in opposition to [Hardee's] petition to intervene.","[""http://www.psc.state.fl.us/library/filings/2020/03675-2020/03675-2020.pdf""]"
"20200153","03561-2020","","07/02/2020","Hardee Dydo Solar LLC [Hardee] (Casey) - Petition to intervene.","[""http://www.psc.state.fl.us/library/filings/2020/03561-2020/03561-2020.pdf""]"
"20200153","03201-2020","","06/19/2020","Duke Energy (Triplett) - (CONFIDENTIAL) Portions of Exhs MGS-2, MGS-4, MGS-6, MGS-8, and MGS-10, to direct testimony of Matthew G. Stout [DN 02844-2020], Exh A [to request for confidential classification (DN 03184-2020)].","[]"
"20200153","03200-2020","","06/19/2020","Duke Energy (Triplett) - Letter dated 6/19/20, forwarding confidential DN 03201-2020; advises that portions of previously filed confidential documents were incorrectly marked; requesting that [DN 03201-2020] replace the confidential documents provided previously (DN 02847-2020).","[""http://www.psc.state.fl.us/library/filings/2020/03200-2020/03200-2020.pdf""]"
"20200153","03184-2020","","06/19/2020","Duke Energy (Triplett) - Request for confidential classification [of DNs 02847-2020 and 03201-2020]; includes redacted version. [CLK note: See DN 03200-2020 for details regarding replacement of confidential DN 02847-2020 with confidential DN 03200-2020.]","[""http://www.psc.state.fl.us/library/filings/2020/03184-2020/03184-2020.pdf""]"
"20200153","02942-2020","","06/05/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/02942-2020/02942-2020.pdf""]"
"20200153","02879-2020","PSC-2020-0175-PCO-EI","06/02/2020","Order PSC-2020-0175-PCO-EI acknowledging intervention by OPC; parties shall furnish copies of all testimony, exhs, pleadings, and other documents filed in this docket to OPC/Kelly and Rehwinkel.","[""http://www.psc.state.fl.us/library/filings/2020/02879-2020/02879-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02879-2020/02879-2020_2020-0175.ord.docx""]"
"20200153","02873-2020","","06/01/2020","Office of Public Counsel [OPC] (Kelly) - Notice of intervention.","[""http://www.psc.state.fl.us/library/filings/2020/02873-2020/02873-2020.pdf""]"
"20200153","02847-2020","","05/29/2020","Duke Energy (Triplett) – (CONFIDENTIAL) Portions of Exhs MGS-2, MGS-4, MGS-6, MGS-8, and MGS-10, to direct testimony of Matthew G. Stout [DN 02844-2020], Exh A [to notice of intent to request confidential classification (DN 02845-2020)]. [CLK note: See DN 03201-2020 for replacement confidentiality, and DN 03200-2020 for details regarding replacement of confidential DN 02847-2020 with 03201-2020.]","[]"
"20200153","02846-2020","","05/29/2020","Duke Energy (Triplett) - Letter dated 5/29/20, forwarding confidential DN 02847-2020.","[""http://www.psc.state.fl.us/library/filings/2020/02846-2020/02846-2020.pdf""]"
"20200153","02845-2020","","05/29/2020","Duke Energy (Triplett) - Notice of intent to request confidential classification [of DN 02847-2020].","[""http://www.psc.state.fl.us/library/filings/2020/02845-2020/02845-2020.pdf""]"
"20200153","02844-2020","","05/29/2020","Duke Energy Florida, LLC [Duke Energy] (Triplett) - Petition for a limited proceeding to approve third solar base rate adjustment; direct testimony of Matthew G. Stout and Exhs MGS-1 through MGS-11, includes redacted version of confidential DN 02847-2020; direct testimony of Benjamin M. H. Borsch and Exhs BMHB-1 through BMHB-4; direct testimony of Thomas G. Foster and Exh TGF-1. [CLK note: Duke Energy’s name in petition does not include d/b/a shown in MCD.]","[""http://www.psc.state.fl.us/library/filings/2020/02844-2020/02844-2020.pdf""]"
"20200115","03922-2020","PSC-2020-0250-CO-EQ","07/21/2020","Consummating Order PSC-2020-0250-CO-EQ makes Order PSC-2020-0213-PAA-EQ effective and final; docket to be closed.","[""http://www.psc.state.fl.us/library/filings/2020/03922-2020/03922-2020.pdf""]"
"20200115","03352-2020","PSC-2020-0213-PAA-EQ","06/26/2020","PAA Order PSC-2020-0213-PAA-EQ approving GPC’s standard offer contract and rate schedule QS-2; if no protest, order to become final and effective on issuance of a CO; if order becomes final, docket to be closed; protest due 7/17/20.","[""http://www.psc.state.fl.us/library/filings/2020/03352-2020/03352-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03352-2020/03352-2020_2020-0213.ord.docx""]"
"20200115","03095-2020","","06/15/2020","TRANSCRIPT - 6/9/20 Commission conference, Item 13.","[""http://www.psc.state.fl.us/library/filings/2020/03095-2020/03095-2020.pdf""]"
"20200115","03015-2020","","06/10/2020","Vote sheet from 6/9/20 Commission conference, Item 13.","[""http://www.psc.state.fl.us/library/filings/2020/03015-2020/03015-2020.pdf""]"
"20200115","02793-2020","","05/28/2020","RECOM for 6/9/20 Commission conference, Item 13, from ENG and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/02793-2020/02793-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02793-2020/02793-2020_DN 20200115-EQ (GULF-SContract) RECOM 06-09-20 (FINAL).docx""]"
"20200115","02348-2020","","05/01/2020","GPC (Badders) - Letter dated 5/1/20, with attached revisions to proposed tariff sheets previously filed in proposed and legislative formats; advises that these tariff sheets replace sheets of same numbers that were originally filed in Attachments C and D to petition [DN 01726-2020].","[""http://www.psc.state.fl.us/library/filings/2020/02348-2020/02348-2020.pdf""]"
"20200115","02347-2020","","05/01/2020","GPC (Badders) - Letter dated 5/1/20, with attached amended response to staff's first data request (No. 4). [CLK note: See DN 02021-2020 for originally filed response.]","[""http://www.psc.state.fl.us/library/filings/2020/02347-2020/02347-2020.pdf""]"
"20200115","02021-2020","","04/16/2020","GPC (Badders) - Letter dated 4/16/20, with attached response to staff's first data request. [CLK note: See DN 02347-2020 for amended response to first data request (No. 4).]","[""http://www.psc.state.fl.us/library/filings/2020/02021-2020/02021-2020.pdf""]"
"20200115","01892-2020","","04/10/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01892-2020/01892-2020.pdf""]"
"20200115","01786-2020","","04/06/2020","ENG/Kistner - Copy of letter dated 4/6/20 to GPC/Badders titled “staff’s first data request;” information requested by 4/16/20.","[""http://www.psc.state.fl.us/library/filings/2020/01786-2020/01786-2020.pdf""]"
"20200115","01726-2020","","04/01/2020","Gulf Power Company [GPC] (Badders) - Petition for approval of new standard offer for purchase of firm capacity and energy from renewable energy facilities or small qualifying facilities [and rate schedule QS-2]. [CLK note: See DN 02348-2020 for revisions to proposed tariff sheets filed in Attachments C and D to this petition.]","[""http://www.psc.state.fl.us/library/filings/2020/01726-2020/01726-2020.pdf""]"
"20200110","03852-2020","","07/17/2020","TRANSCRIPT - 7/7/20 Commission conference, Item 12.","[""http://www.psc.state.fl.us/library/filings/2020/03852-2020/03852-2020.pdf""]"
"20200110","03692-2020","","07/09/2020","Vote sheet from 7/7/20 Commission conference, Item 12.","[""http://www.psc.state.fl.us/library/filings/2020/03692-2020/03692-2020.pdf""]"
"20200110","03283-2020","","06/24/2020","RECOM for 7/7/20 Commission conference, Item 12, from ECO and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/03283-2020/03283-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03283-2020/03283-2020_20200110-EI Recommendation.docx""]"
"20200110","02725-2020","","05/22/2020","Duke Energy (Bernier) - Letter dated 5/22/20, with attached response to staff's first data request.","[""http://www.psc.state.fl.us/library/filings/2020/02725-2020/02725-2020.pdf""]"
"20200110","02484-2020","","05/08/2020","GCL/Trierweiler - Copy of letter dated 5/8/20 to Duke Energy/Triplett and Bernier titled “staff’s first data request;” information requested by 5/22/20.","[""http://www.psc.state.fl.us/library/filings/2020/02484-2020/02484-2020.pdf""]"
"20200110","01887-2020","","04/10/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01887-2020/01887-2020.pdf""]"
"20200110","01824-2020","","04/08/2020","GCL/Trierweiler - Memo dated 4/8/20 to CLK/Teitzman, with attached 60-day waiver request from Duke Energy, for docket file.","[""http://www.psc.state.fl.us/library/filings/2020/01824-2020/01824-2020.pdf""]"
"20200110","01710-2020","","04/01/2020","Duke Energy Florida, LLC [Duke Energy] (Bernier) - Petition for approval of revised underground residential distribution tariffs. [CLK note: Duke Energy’s name in petition does not include d/b/a shown in MCD.]","[""http://www.psc.state.fl.us/library/filings/2020/01710-2020/01710-2020.pdf""]"
"20200097","03397-2020","PSC-2020-0217-TRF-EI","06/29/2020","Order PSC-2020-0217-TRF-EI approving GPC’s petition to revise budget billing tariff; if a protest is filed within 21 days of issuance of the order, tariff to remain in effect with any charges held subject to refund pending resolution of the protest; if no timely protest is filed, docket to be closed on the issuance of a CO; protest due 7/20/20.","[""http://www.psc.state.fl.us/library/filings/2020/03397-2020/03397-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03397-2020/03397-2020_2020-0217.ord.docx""]"
"20200097","03100-2020","","06/15/2020","TRANSCRIPT - 6/9/20 Commission conference, Item 17.","[""http://www.psc.state.fl.us/library/filings/2020/03100-2020/03100-2020.pdf""]"
"20200097","03019-2020","","06/10/2020","Vote sheet from 6/9/20 Commission conference, Item 17.","[""http://www.psc.state.fl.us/library/filings/2020/03019-2020/03019-2020.pdf""]"
"20200097","02798-2020","","05/28/2020","RECOM for 6/9/20 Commission conference, Item 17, from ECO and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/02798-2020/02798-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02798-2020/02798-2020_Gulf 20200097 Recommendation Final.docx""]"
"20200097","01961-2020","","04/14/2020","ECO/Coston - Memo dated 4/14/20 to CLK/Teitzman, with attached note from GPC waiving the 60-day tariff requirement, for docket file.","[""http://www.psc.state.fl.us/library/filings/2020/01961-2020/01961-2020.pdf""]"
"20200097","01944-2020","","04/14/2020","GPC (Badders) - Letter dated 4/14/20, with attached response to staff's first data request dated 3/31/20.","[""http://www.psc.state.fl.us/library/filings/2020/01944-2020/01944-2020.pdf""]"
"20200097","01683-2020","","03/31/2020","ECO/Forrest - Copy of letter dated 3/31/20 to GPC/Badders and FPL/Hoffman titled “staff's first data request;” information requested by 4/14/20.","[""http://www.psc.state.fl.us/library/filings/2020/01683-2020/01683-2020.pdf""]"
"20200097","01603-2020","","03/26/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01603-2020/01603-2020.pdf""]"
"20200097","01568-2020","","03/23/2020","CORRESPONDENCE-Parties & Interested Persons:  CLK/Schultz - Confirmation to OPC/Kim that OPC/Kelly and David have been added to the docket as interested persons.","[""http://www.psc.state.fl.us/library/filings/2020/01568-2020/01568-2020.pdf""]"
"20200097","01556-2020","","03/20/2020","Gulf Power Company [GPC] (Badders) - Petition for approval of budget billing tariff modifications.","[""http://www.psc.state.fl.us/library/filings/2020/01556-2020/01556-2020.pdf""]"
"20200095","02505-2020","PSC-2020-0137-CO-EI","05/11/2020","Consummating Order PSC-2020-0137-CO-EI makes Order PSC-2020-0096-TRF-EI effective and final; docket to be closed.","[""http://www.psc.state.fl.us/library/filings/2020/02505-2020/02505-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02505-2020/02505-2020_2020-0137.ord.docx""]"
"20200095","01842-2020","","04/08/2020","TRANSCRIPT - 3/31/20 Commission conference, Item 15A.","[""http://www.psc.state.fl.us/library/filings/2020/01842-2020/01842-2020.pdf""]"
"20200095","01779-2020","PSC-2020-0096-TRF-EI","04/06/2020","Order PSC-2020-0096-TRF-EI approving Duke Energy’s modifications to rate schedule SC-1 and tariff sheet 6.110, effective 3/31/20; if no timely protest order to become final and effective on issuance of CO and docket to be closed; protest due 4/27/20.","[""http://www.psc.state.fl.us/library/filings/2020/01779-2020/01779-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/01779-2020/01779-2020_2020-0096.ord.docx""]"
"20200095","01703-2020","","04/01/2020","Vote sheet from 3/31/20 Commission conference, Item 15A.","[""http://www.psc.state.fl.us/library/filings/2020/01703-2020/01703-2020.pdf""]"
"20200095","01602-2020","","03/26/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01602-2020/01602-2020.pdf""]"
"20200095","01584-2020","","03/24/2020","RECOM for 3/31/20 Commission conference, Item 15A, from ECO and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/01584-2020/01584-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/01584-2020/01584-2020_20200095.RCM.docx""]"
"20200095","01581-2020","","03/24/2020","ECO/Coston, Harlow; GCL/Brownless, Hetrick - Request for change to 3/31/20 Commission conference; requests to add recommendation to published agenda; with noted approval from EXE/Baez and Chairman's office.","[""http://www.psc.state.fl.us/library/filings/2020/01581-2020/01581-2020.pdf""]"
"20200095","01569-2020","","03/23/2020","Duke Energy (Triplett) - Letter dated 3/23/20, with attached tariff sheets (Exhs A and B) regarding waiver of charges related to tampering, to replace those filed previously with petition [DN 01511-2020]; provided in legislative and clean formats.","[""http://www.psc.state.fl.us/library/filings/2020/01569-2020/01569-2020.pdf""]"
"20200095","01511-2020","","03/19/2020","Duke Energy Florida, LLC [Duke Energy] (Triplett) - Petition for approval of emergency modification to  Duke Energy's rate schedule SC-1, tariff sheet 6.110. [CLK note: See DN 01569-2020 for revised Exhs A and B related to tampering.]","[""http://www.psc.state.fl.us/library/filings/2020/01511-2020/01511-2020.pdf""]"
"20200112","03784-2020","PSC-2020-0234-CO-EQ","07/15/2020","Consummating Order PSC-2020-0234-CO-EQ makes Order PSC-2020-0199-PAA-EQ effective and final; docket to be closed.","[""http://www.psc.state.fl.us/library/filings/2020/03784-2020/03784-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03784-2020/03784-2020_2020-0234.ord.docx""]"
"20200112","03257-2020","PSC-2020-0199-PAA-EQ","06/23/2020","PAA Order PSC-2020-0199-PAA-EQ approving TECO's standard offer contract and schedule COG-2; if no protest order to become final and effective on issuance of a CO and docket to be closed; protest due 7/14/20.","[""http://www.psc.state.fl.us/library/filings/2020/03257-2020/03257-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03257-2020/03257-2020_2020-0199.ord.docx""]"
"20200112","03093-2020","","06/15/2020","TRANSCRIPT - 6/9/20 Commission conference, Item 11.","[""http://www.psc.state.fl.us/library/filings/2020/03093-2020/03093-2020.pdf""]"
"20200112","03013-2020","","06/10/2020","Vote sheet from 6/9/20 Commission conference, Item 11.","[""http://www.psc.state.fl.us/library/filings/2020/03013-2020/03013-2020.pdf""]"
"20200112","02790-2020","","05/28/2020","RECOM for 6/9/20 Commission conference, Item 11, from ENG and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/02790-2020/02790-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/02790-2020/02790-2020_DN 20200112-EQ (TECO SContract) RECOM 06-09-20 (FINAL).docx""]"
"20200112","02003-2020","","04/16/2020","TECO (Beasley) - Letter dated 4/16/20, with attached responses to staff's first data request (Nos. 1-3) dated 4/6/20.","[""http://www.psc.state.fl.us/library/filings/2020/02003-2020/02003-2020.pdf""]"
"20200112","01889-2020","","04/10/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01889-2020/01889-2020.pdf""]"
"20200112","01789-2020","","04/06/2020","ENG/Kistner - Copy of letter dated 4/6/20 to TECO/Beasley titled “staff’s first data request;” information requested by 4/16/20.","[""http://www.psc.state.fl.us/library/filings/2020/01789-2020/01789-2020.pdf""]"
"20200112","01712-2020","","04/01/2020","Tampa Electric Company [TECO] (Beasley) - Petition for approval of revisions to standard offer contract and rate schedule COG-2.","[""http://www.psc.state.fl.us/library/filings/2020/01712-2020/01712-2020.pdf""]"
"20200113","03854-2020","","07/17/2020","TRANSCRIPT - 7/7/20 Commission conference, Item 13.","[""http://www.psc.state.fl.us/library/filings/2020/03854-2020/03854-2020.pdf""]"
"20200113","03693-2020","","07/09/2020","Vote sheet from 7/7/20 Commission conference, Item 13.","[""http://www.psc.state.fl.us/library/filings/2020/03693-2020/03693-2020.pdf""]"
"20200113","03280-2020","","06/24/2020","RECOM for 7/7/20 Commission conference, Item 13, from ECO and GCL staff.","[""http://www.psc.state.fl.us/library/filings/2020/03280-2020/03280-2020.pdf"",""http://www.psc.state.fl.us/library/filings/2020/03280-2020/03280-2020_20200113-EI Recommendation.docx""]"
"20200113","02475-2020","","05/08/2020","FPL (Rubin) - Letter dated 5/8/20, with attached responses to staff's first data request (Nos. 1-8).","[""http://www.psc.state.fl.us/library/filings/2020/02475-2020/02475-2020.pdf""]"
"20200113","02254-2020","","04/28/2020","ECO/Coston - Memo dated 4/28/20 to CLK/Teitzman, with attached copy of staff's first data request [to GPC] for docket file.","[""http://www.psc.state.fl.us/library/filings/2020/02254-2020/02254-2020.pdf""]"
"20200113","01890-2020","","04/10/2020","CORRESPONDENCE-Administrative:  Acknowledgement letter.","[""http://www.psc.state.fl.us/library/filings/2020/01890-2020/01890-2020.pdf""]"
