"A1812009","326933360","February 05, 2020","COMMENTS","San Diego Gas & Electric Company","REPLY COMMENTS ON THE JOINT MOTION FOR APPROVAL OF SETTLEMENT AGREEMENT","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933360.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933819.PDF""]"
"A1812009","328474389","January 31, 2020","EXPARTE","CPUC/Simi Rose George/Advisor","[Decisionmaker] Notice of Ex Parte Communication. Simi Rose George, Yuliya Shmidt, and Sandy Goldberg, Advisors to Commissioner Rechtschaffen had an ex parte communication with Gridworks on November 4, 2019 from 3:30 pm to 4:30 pm. ","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M328/K474/328474389.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M328/K472/328472416.PDF""]"
"A1812009","325985181","January 27, 2020","MOTION","Pacific Gas and Electric Company","MOTION FOR OFFICIAL NOTICE OF FACTS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M325/K985/325985181.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M325/K544/325544897.PDF""]"
"A1812009","326933926","January 27, 2020","BRIEF","Pacific Gas and Electric Company","REPLY BRIEF","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933926.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K934/326934038.PDF""]"
"A1812009","326933910","January 21, 2020","COMMENTS","Solar Energy Industries Association,Vote Solar","JOINT COMMENTS ON SETTLEMENT AGREEMENT OF THE 2020 GENERAL RATE CASE OF PACIFIC GAS AND ELECTRIC COMPANY","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933910.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933325.PDF""]"
"A1812009","327750369","January 21, 2020","COMMENTS","L. Jan Reid","COMMENTS ON THE SETTLEMENT AGREEMENT","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M327/K750/327750369.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M327/K740/327740828.PDF""]"
"A1812009","326933046","January 21, 2020","COMMENTS","Federal Executive Agencies","JOINT COMMENTS ON THE PROPOSED SETTLEMENT AGREEMENT","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933046.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933340.PDF""]"
"A1812009","324786069","January 15, 2020","MOTION","SED/Purchia/CPUC","MOTION OF CHANGE OF NAME OF PARTY FROM THE OFFICE OF THE SAFETY ADVOCATE TO THE SAFETY AND ENFORCEMENT DIVISION","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M324/K786/324786069.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M324/K863/324863025.PDF""]"
"A1812009","326933027","January 06, 2020","BRIEF","Women's Energy Matters","OPENING BRIEF","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933027.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933480.PDF""]"
"A1812009","326933773","January 06, 2020","BRIEF","Alliance for Nuclear Responsibility","OPENING BRIEF","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K933/326933773.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M326/K934/326934012.PDF""]"
"A1812009","323759003","January 03, 2020","MOTION","Pacific Gas and Electric Company","Motion for Oral Argument.","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M323/K759/323759003.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M323/K706/323706899.PDF""]"
"A1812009","333019577","December 31, 2019","BRIEF","Pacific Gas and Electric Company","Amendment to Brief on Public Utilities Code Section 8386.3(E) [amends Attachment B to the Brief]","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M333/K019/333019577.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M333/K156/333156315.PDF""]"
"A1812009","321474488","December 05, 2019","RULING","ALJ/LIRAG/CPUC,ALJ/LAU/CPUC","Administrative Law Judges’ Ruling on Kern County Taxpayers Association’s Notice of Intent to Claim Intervenor Compensation. Kern County Taxpayers Association has not satisfied the eligibility requirements of Pub. Util. Code § 1804(a). The Notice of Intent to Claim Intervenor Compensation filed by Kern County Taxpayers Association is rejected.","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M321/K474/321474488.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M320/K909/320909827.PDF""]"
"A1812009","321586857","December 02, 2019","RULING","ALJ/LIRAG/CPUC,ALJ/LAU/CPUC","E-mail Ruling Granting Motion for Oral Argument of Alliance for Nuclear Responsibility [The exact date, time, and place for the Oral Argument will be set forth in a future Ruling]","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M321/K586/321586857.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M321/K320/321320989.PDF""]"
"A1812009","322133516","November 25, 2019","MOTION","Pacific Gas and Electric Company","MOTION TO ADMIT LATE SUBMITTED ERRATA TO EXHIBIT INTO EVIDENCE","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M322/K133/322133516.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M322/K150/322150503.PDF""]"
"A1812009","328298083","November 14, 2019","NOTICE","Transmission Agency of Northern California","Notice of Communication. Transmission Agency of Northern California reported a communication during a question and answer session with Commissioner Liane Randolph on November 8, 2019 from approximately 10:30 am to 12:00 pm. ","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M328/K298/328298083.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M328/K209/328209850.PDF""]"
"A1812009","319292577","November 08, 2019","RULING","ALJ/LIRAG/CPUC,ALJ/LAU/CPUC","Administrative Law Judges’ Ruling Adopting Confidential Modeling Procedures [The attached Results of Operations Modeling Procedures (Attachment 1), the Protective Order (Attachment 2), and the Certificate of Compliance (Attachment 3), are adopted by this Ruling]","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K292/319292577.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K408/319408432.PDF""]"
"A1812009","319288230","November 07, 2019","TRANSCRIPT","CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","11/06/2019 - Evidentiary Hearing, Volume 26 - Pages 3081-3091","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K288/319288230.PDF""]"
"A1812009","319117160","November 04, 2019","MOTION","East Bay Community Energy,Marin Clean Energy,Silicon Valley Clean Energy,Pioneer Community Energy,Sonoma Clean Power,Peninsula Clean Energy,San Jose Clean Energy","JOINT MOTION TO CORRECT THE EVIDENTIARY HEARING TRANSCRIPTS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K117/319117160.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K061/319061075.PDF""]"
"A1812009","319292505","November 04, 2019","MOTION","The Utility Reform Network","MOTION FOR ACCEPTANCE OF PROPOSED TRANSCRIPT CORRECTIONS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K292/319292505.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K288/319288184.PDF""]"
"A1812009","319001162","November 01, 2019","RESPONSE","City and County of San Francisco","FILING OF REVISED DECLARATION OF DOUGLAS LIPPS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K001/319001162.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K292/319292508.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K288/319288186.PDF""]"
"A1812009","319408424","November 01, 2019","REPLY","AD HOC COMMITTEE OF SENIOR UNSECURED NOTEHOLDERS TO PACIFIC GAS AND ELECTRIC COMPANY","REPLY TO PACIFIC GAS AND ELECTRIC COMPANY’S RESPONSE TO MOTION FOR PARTY STATUS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K408/319408424.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K132/319132097.PDF""]"
"A1812009","318595563","October 25, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/18/2019 - Evidentiary Hearing, Volume 25 - Pages 2884-3080","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M318/K595/318595563.PDF""]"
"A1812009","319408423","October 23, 2019","RESPONSE","Pacific Gas and Electric Company","RESPONSE TO THE MOTION FOR PARTY STATUS OF THE AD HOC COMMITTEE OF SENIOR UNSECURED NOTEHOLDERS OF PACIFIC GAS AND ELECTRIC COMPANY","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K408/319408423.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M319/K132/319132095.PDF""]"
"A1812009","318168580","October 22, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/15/2019 - Evidentiary Hearing, Volume 22 - Pages 2415-2595","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M318/K168/318168580.PDF""]"
"A1812009","318168322","October 18, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/14/2019 - Evidentiary Hearing, Volume 21 - Pages 2344-2414","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M318/K168/318168322.PDF""]"
"A1812009","317700497","October 16, 2019","RESPONSE","The Utility Reform Network","RESPONSE IN SUPPORT OF THE MOTION OF THE CITY AND COUNTY OF SAN FRANCISCO TO ENTER INTO EVIDENCE THE DECLARATION OF DOUGLAS LIPPS","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K700/317700497.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K997/317997734.PDF""]"
"A1812009","316882224","October 11, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/03/2019 - Evidentiary Hearing, Volume 17 - Pages 1860-1973","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K882/316882224.PDF""]"
"A1812009","316988915","October 11, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/04/2019 - Evidentiary Hearing, Volume 18 - Pages 1974-2152","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K988/316988915.PDF""]"
"A1812009","317684172","October 09, 2019","RESPONSE","The Utility Reform Network","RESPONSE TO PACIFIC GAS AND ELECTRIC COMPANY’S MOTION TO STRIKE TURN’S REVISED TESTIMONY","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K684/317684172.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K667/317667986.PDF""]"
"A1812009","317095109","October 09, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","10/02/2019 - Evidentiary Hearing, Volume 16 - Pages 1651-1859","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K095/317095109.PDF""]"
"A1812009","316988790","October 07, 2019","MOTION","Pacific Gas and Electric Company","Motion of Pacific Gas and Electric Company to Strike the Revised Testimony of The Utility Reform Network","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K988/316988790.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K314/317314708.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K990/316990542.PDF""]"
"A1812009","316460116","October 04, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFONRIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","09/30/2019 - Evidentiary Hearing, Volume 14 - Pages 1372-1471","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K460/316460116.PDF""]"
"A1812009","316460091","October 02, 2019","PROPOSED DECISION","ALJ/LIRAG/CPUC,ALJ/LAU/CPUC","Proposed Decision setting the effective date of Pacific Gas and Electric Company’s 2020 General Rate Case revenue requirement and establishing a General Rate Case memo account. Opening comments, which shall not exceed 25 pages, are due no later than October 22, 2019. Reply comments, which shall not exceed 5 pages, are due 5 days after the last day for filing opening comments.","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K460/316460091.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K460/316460337.PDF""]"
"A1812009","315279060","September 26, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","09/24/2019 - Evidentiary Hearing, Volume 11 - Pages 935-1094","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M315/K279/315279060.PDF""]"
"A1812009","317319238","September 20, 2019","EXPARTE","CPUC/CMMR/BATJER","Decisionmaker Notice of Ex Parte Communication","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M317/K319/317319238.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M316/K882/316882200.PDF""]"
"A1812009","312335070","September 06, 2019","RULING","ALJ/LIRAG/CPUC,ALJ/LAU/CPUC","Administrative Law Judges’ Ruling denying motion to strike testimony of Alliance for Nuclear Responsibility. ","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M312/K335/312335070.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M312/K060/312060001.PDF""]"
"A1812009","311290147","August 20, 2019","TRANSCRIPT","CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION,CALIFORNIA PUBLIC UTILITIES COMMISSION","08/14/2019 - Public Participation Hearing, Volume 9 - Pages 756-815","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M311/K290/311290147.PDF""]"
"A1812009","344033079","July 20, 2020","NOTICE","Paciic Gas and Electric Company","Three-Day Advance Notice of Ex Parte Communication. Pacific Gas and Electric Company gives an advance notice of ex parte communication with President Marybel Batjer’s Chief of Staff, Shannon O’Rourke, and Legal and Policy Advisor, Brian Korpics on July 23, 2020 at approximately 9:00 am.  ","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M344/K033/344033079.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M344/K013/344013992.PDF""]"
"A1812009","340750891","June 11, 2020","DECISION","-","Decision D2006019 - Order Extending Statutory Deadline. This decision extends the statutory deadline in this proceeding to December 13, 2020.","[""https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M340/K750/340750891.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M340/K750/340750891.docx""]"
"A1812009","338276773","May 20, 2020","RESPONSE","Pacific Gas and Electric Company","Response to ALJs Ruling dated May 15, 2020.","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M338/K276/338276773.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M338/K276/338276674.PDF""]"
"A1812009","335498413","April 29, 2020","RULING","ALJ/LIRAG/CPUC","E-mail Ruling Granting Joint Motion to Amend Appendix B to the Settlement Agreement ","[""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M335/K498/335498413.PDF"",""https://docs.cpuc.ca.gov/PublishedDocs/Efile/G000/M335/K406/335406130.PDF""]"
